Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2025-01-07,00fb0701-3870-4869-b87d-6f9a48f0b05d,PRD20899,Apples,Beverages,4,305.45,0,1221.8,220.56,882.24,339.56,Credit Card,Paid,2025-01-09,CUS9950,Debra Good,Online Store,California,Megan Holmes,1 star,49.37,In Transit,
2025-01-07,ef285f6c-2f1f-43b2-95a2-97e2fcd12e85,PRD73278,Cheese,Household Essentials,9,337.07,0,3033.63,231.24,2081.16,952.47,Credit Card,Pending,,CUS6984,Matthew Thornton,Online Store,Illinois,Dawn Medina,3 stars,41.23,Delivered,2025-01-08
2025-01-07,fb58970d-b23c-4aec-a241-beb18f884bcd,PRD41450,Bananas,Household Essentials,4,304.74,0,1218.96,216.08,864.32,354.64,Bank Transfer,Pending,,CUS5266,Samuel Juarez,Online Store,Illinois,Jennifer Kirby,5 stars,8.21,In Transit,
2025-01-07,953ea792-cf98-4fa4-bb85-7da295bd28b5,PRD72381,Apples,Dairy Products,1,421.86,0,421.86,228.82,228.82,193.04,Pix,Paid,2025-01-07,CUS1679,Christopher Greene,Marketplace,Illinois,Amber Rogers,1 star,15.32,Delivered,2025-01-11
2025-01-07,a025f120-87af-468c-9929-ea9afe97cc96,PRD19694,Bananas,Beverages,6,470.35,0,2822.1,338.84,2033.04,789.06,Pix,Pending,,CUS3742,Amber Henry,Online Store,Illinois,Stacy Fuentes,4 stars,45.45,In Transit,
2025-01-07,b90edc4a-9b21-400f-8ff2-fa874dad3626,PRD47500,Carrots,Household Essentials,4,430.62,20,1377.98,293.39,1173.56,204.42,Invoice,Paid,2025-01-07,CUS5773,Shawn Peck,Online Store,Texas,Megan Holmes,1 star,45.15,Canceled,
2025-01-07,571c04ac-5d94-4dc1-b2cf-30476578d0db,PRD88140,Bananas,Beverages,3,70.47,15,179.7,53.14,159.42,20.28,Pix,Canceled,,CUS7681,Carrie Lewis,Physical Store,Texas,Shelley Morgan,2 stars,24.05,Canceled,
2025-01-07,5e7987bd-4ecc-49a1-9bef-1d77f20e8855,PRD62116,Cheese,Beverages,1,96.63,20,77.3,57.87,57.87,19.43,Credit Card,Pending,,CUS6920,Ronald Bailey,Marketplace,Texas,Garrett Bell,1 star,19.47,In Transit,
2025-01-07,d4c5a92a-bdd4-44eb-8dcf-2c1e3d3df872,PRD23514,Paper Towels,Snacks,9,118.93,10,963.33,93.87,844.83,118.5,Invoice,Paid,2025-01-07,CUS5761,Derek Park,Physical Store,Illinois,Olivia Livingston,5 stars,5.75,Delivered,2025-01-14
2025-01-07,67fddf5a-364c-4a64-9559-355d5f288931,PRD96492,Crackers,Household Essentials,9,235.19,0,2116.71,132.95,1196.55,920.16,Bank Transfer,Canceled,,CUS4803,Kayla Baird,Online Store,California,Yolanda Martin,1 star,18.24,Delivered,2025-01-13
2025-01-07,07a328b5-593e-4494-aa23-6a04ef76a6c0,PRD26553,Nuts,Fresh Produce,10,396.62,20,3172.96,276.05,2760.5,412.46,Invoice,Canceled,,CUS4385,Donna Terry,Marketplace,New York,Autumn Hamilton,2 stars,30.97,Canceled,
2025-01-07,870836e9-b688-4d21-a6bb-a002eaec278a,PRD75587,Butter,Snacks,9,308.19,10,2496.34,244.19,2197.71,298.63,Bank Transfer,Paid,2025-01-11,CUS8756,Carly Kennedy,Physical Store,California,Thomas Houston,5 stars,38.49,In Transit,
2025-01-07,f4821350-5f24-4757-8e40-6c3b47b376e9,PRD61382,Butter,Snacks,5,96.7,15,410.97,67.84,339.2,71.77,Bank Transfer,Paid,2025-01-09,CUS5249,Diane Green,Online Store,Illinois,Robert Nguyen,3 stars,8.55,Delivered,2025-01-16
2025-01-07,99cddf66-2450-4a0a-941e-a529fc6c25fb,PRD79484,Carrots,Household Essentials,2,293.77,15,499.41,224.91,449.82,49.59,Pix,Pending,,CUS5134,Bradley Stevens,Marketplace,Florida,Robert Nguyen,1 star,12.04,Delivered,2025-01-16
2025-01-07,63982a27-930a-4feb-9508-4a42a69de13e,PRD93883,Bananas,Fresh Produce,5,332.91,0,1664.55,197.11,985.55,679.0,Invoice,Paid,2025-01-12,CUS5851,Vincent Kelly,Physical Store,Florida,Yolanda Martin,1 star,23.1,Delivered,2025-01-13
2025-01-07,cbb23dbb-80fe-4ea3-9a10-1114d30e2e71,PRD89860,Butter,Dairy Products,2,231.93,10,417.47,116.05,232.1,185.37,Invoice,Pending,,CUS2351,Whitney Jones,Online Store,Illinois,Taylor Patterson,3 stars,13.71,Delivered,2025-01-10
2025-01-07,92fd0f57-6507-40f2-a06d-8d121ca617d5,PRD59562,Butter,Snacks,5,420.02,0,2100.1,299.48,1497.4,602.7,Bank Transfer,Paid,2025-01-11,CUS3334,Michael Murphy,Physical Store,Texas,Tina Gibson,4 stars,9.78,Delivered,2025-01-10
2025-01-07,520f16f5-59d2-46c0-9b64-bec9c77bd19a,PRD72515,Yogurt,Snacks,5,116.07,10,522.31,84.02,420.1,102.21,Pix,Pending,,CUS1176,Patrick Walker,Online Store,Illinois,Holly May,1 star,31.09,Canceled,
2025-01-07,a9d7ff94-6f9d-48aa-a86d-db4a4dee72d1,PRD76664,Cheese,Beverages,3,194.32,0,582.96,122.99,368.97,213.99,Invoice,Paid,2025-01-09,CUS8043,Aaron Ruiz,Marketplace,Florida,Lisa Johnson,1 star,43.78,Canceled,
2025-01-07,43fb3183-530c-46ce-91d7-bafaca0f6c8e,PRD43461,Butter,Fresh Produce,7,356.49,0,2495.43,278.48,1949.36,546.07,Credit Card,Canceled,,CUS1013,Caleb Jordan,Marketplace,California,Robert Nguyen,5 stars,32.2,Canceled,
2025-01-07,57fc27cc-9803-4fc1-a791-172c84e1b8bb,PRD78952,Laundry Detergent,Fresh Produce,3,402.94,5,1148.38,267.95,803.85,344.53,Pix,Canceled,,CUS8719,Courtney Smith,Marketplace,Texas,Chad Beck,4 stars,32.69,In Transit,
2025-01-07,0b2e89e6-b01f-4187-b71d-e31c773b2e0d,PRD82335,Mineral Water,Snacks,2,479.51,15,815.17,249.65,499.3,315.87,Credit Card,Paid,2025-01-10,CUS5902,James Ford,Marketplace,Florida,Jennifer Kirby,3 stars,10.33,Delivered,2025-01-15
2025-01-07,5dcdcd11-5e46-4c98-b929-94fb22c4914e,PRD25878,Bananas,Fresh Produce,4,77.71,0,310.84,45.52,182.08,128.76,Invoice,Canceled,,CUS3160,Bradley Blackburn,Physical Store,Texas,Holly May,4 stars,31.92,Canceled,
2025-01-07,b60e237a-b1c2-499a-a713-49c2c4363454,PRD96440,Cheese,Snacks,4,460.64,0,1842.56,359.27,1437.08,405.48,Bank Transfer,Canceled,,CUS9206,Anne Peters,Marketplace,California,Jason Davies,3 stars,30.86,Canceled,
2025-01-07,8f3a010c-1a44-425b-9804-e5006f2d21f5,PRD66102,Nuts,Dairy Products,7,274.81,0,1923.67,195.66,1369.62,554.05,Pix,Pending,,CUS3799,Angela Smith,Marketplace,Illinois,Patrick Johnson,1 star,12.16,In Transit,
2025-01-07,a5a829d5-bfc7-40f3-b614-88c9d99204c6,PRD88190,Bananas,Fresh Produce,4,310.15,0,1240.6,171.58,686.32,554.28,Pix,Paid,2025-01-07,CUS5406,John Roberson,Online Store,Texas,Taylor Patterson,5 stars,30.89,In Transit,
2025-01-07,6d81c8c0-4848-4890-a1f6-f6b86cf809d6,PRD28969,Cheese,Dairy Products,4,478.73,0,1914.92,265.29,1061.16,853.76,Pix,Paid,2025-01-08,CUS1633,Tanya Jackson,Online Store,New York,Holly May,5 stars,12.24,In Transit,
2025-01-07,a17a7030-8b31-4139-a60c-945596f9e6de,PRD13946,Chocolate Bar,Fresh Produce,6,92.45,20,443.76,50.78,304.68,139.08,Bank Transfer,Pending,,CUS9785,Joshua Jackson,Marketplace,New York,Tina Gibson,2 stars,49.06,Canceled,
2025-01-07,34c4b03b-d187-43bc-935b-a42ba461e12e,PRD76549,Laundry Detergent,Household Essentials,7,65.74,0,460.18,41.98,293.86,166.32,Pix,Paid,2025-01-09,CUS6676,Todd Perez,Physical Store,Texas,Frederick Taylor,4 stars,19.13,Delivered,2025-01-13
2025-01-07,4c6f3c0b-7abe-4486-9dcb-a4e107dd6dc9,PRD90972,Paper Towels,Household Essentials,9,435.45,20,3135.24,237.19,2134.71,1000.53,Pix,Pending,,CUS6252,Donald Hernandez,Physical Store,Texas,Stacy Fuentes,1 star,33.79,Canceled,
2025-01-07,e867449d-21b6-4ff2-ba1d-4565ba9fbfe9,PRD17951,Potato Chips,Dairy Products,3,179.5,0,538.5,130.93,392.79,145.71,Bank Transfer,Pending,,CUS8826,Donald Taylor,Online Store,Illinois,Robert Nguyen,5 stars,34.14,In Transit,
2025-01-07,1c8e5588-4d38-46b8-9611-81f25ab8378f,PRD40349,Yogurt,Beverages,6,410.18,10,2214.97,297.4,1784.4,430.57,Pix,Pending,,CUS2674,Ashley Hurley,Marketplace,Florida,Lance Daugherty,2 stars,15.83,In Transit,
2025-01-07,b9af2d48-bd33-46f6-87a6-b2a2c2e77a6e,PRD53654,Cheese,Dairy Products,8,135.41,20,866.62,84.6,676.8,189.82,Invoice,Paid,2025-01-10,CUS2878,Tanner Peterson,Marketplace,Illinois,Derrick Hernandez,5 stars,14.37,Delivered,2025-01-17
2025-01-07,bd9f4d93-20e4-4f3a-afd0-abc3abb248d0,PRD63229,Cheese,Dairy Products,5,175.37,5,833.01,116.04,580.2,252.81,Pix,Canceled,,CUS9234,James Sherman,Marketplace,New York,Megan Holmes,4 stars,27.81,In Transit,
2025-01-07,98ab37a5-4280-4e2f-953b-be1dede73a6f,PRD52837,Spinach,Fresh Produce,6,438.9,15,2238.39,271.58,1629.48,608.91,Credit Card,Paid,2025-01-12,CUS4615,Mary Williams,Physical Store,California,Garrett Bell,3 stars,12.28,Canceled,
2025-01-07,f4792dae-12fb-4ad6-a2f8-da77467164f1,PRD82497,Laundry Detergent,Beverages,3,415.59,20,997.42,323.4,970.2,27.22,Invoice,Paid,2025-01-07,CUS9364,Denise Moore,Marketplace,California,Autumn Hamilton,1 star,40.03,Canceled,
2025-01-07,7671a57a-b37c-4de7-96ea-144b0dfbea45,PRD79484,Dish Soap,Beverages,6,180.82,15,922.18,99.84,599.04,323.14,Invoice,Pending,,CUS9571,Steven Miller,Online Store,Texas,Garrett Bell,4 stars,21.86,In Transit,
2025-01-07,80e8ef2b-c885-4437-8b22-2cbac0f48806,PRD35372,Mineral Water,Beverages,5,59.42,10,267.39,31.07,155.35,112.04,Bank Transfer,Canceled,,CUS7155,Sandra Hernandez,Physical Store,California,Tina Gibson,1 star,21.59,In Transit,
2025-01-07,2fa97fe0-318d-4e9c-a282-7ab356504f94,PRD38079,Soda,Household Essentials,10,334.94,5,3181.93,212.33,2123.3,1058.63,Pix,Paid,2025-01-08,CUS4551,Elizabeth Cruz,Physical Store,California,Walter Spears,1 star,47.72,Delivered,2025-01-12
2025-01-07,ab43cc80-244e-4586-919b-2902c14d491f,PRD96352,Soda,Beverages,10,469.19,15,3988.11,240.12,2401.2,1586.91,Bank Transfer,Pending,,CUS6349,Steven Ross,Physical Store,Florida,Lance Daugherty,2 stars,30.33,Delivered,2025-01-08
2025-01-07,30ee7c58-a273-4b87-8ae0-f9db21d306e3,PRD21626,Carrots,Snacks,4,459.54,10,1654.34,358.25,1433.0,221.34,Pix,Pending,,CUS5858,Tara Fisher,Marketplace,New York,Walter Spears,4 stars,17.54,Delivered,2025-01-13
