Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2025-01-20,96131e35-99b3-4bc3-ba03-48c8ac906bf9,PRD70719,Dish Soap,Beverages,9,95.66,0,860.94,70.51,634.59,226.35,Credit Card,Paid,2025-01-20,CUS5490,Alexander Diaz,Marketplace,New York,Thomas Houston,3 stars,27.96,In Transit,
2025-01-20,7a19a1c9-b4df-4834-aff3-51ec7d8ff9a4,PRD56512,Nuts,Dairy Products,7,69.82,20,390.99,44.73,313.11,77.88,Pix,Paid,2025-01-24,CUS4991,Laura Evans,Physical Store,New York,Heather Green,1 star,18.82,In Transit,
2025-01-20,d8371cad-0fbb-4f92-a758-671df1771bfb,PRD64596,Carrots,Beverages,3,434.33,20,1042.39,223.26,669.78,372.61,Bank Transfer,Pending,,CUS7786,Dalton Vargas,Marketplace,Illinois,Autumn Hamilton,5 stars,47.4,Delivered,2025-01-21
2025-01-20,673ac011-012a-4ded-82e9-bdaf2def5b29,PRD24685,Coffee,Snacks,9,478.32,10,3874.39,239.35,2154.15,1720.24,Invoice,Pending,,CUS2932,Douglas Diaz,Marketplace,Illinois,Chad Beck,2 stars,42.2,In Transit,
2025-01-20,8e309e07-cf39-4b05-bdef-659568b79dde,PRD31357,Apples,Beverages,2,128.68,0,257.36,89.13,178.26,79.1,Pix,Pending,,CUS1860,Kimberly Pratt,Online Store,New York,Thomas Houston,5 stars,21.25,Canceled,
2025-01-20,a34b2c05-d931-4904-9df3-ed4c01ac92e5,PRD94323,Orange Juice,Fresh Produce,6,268.2,0,1609.2,211.67,1270.02,339.18,Credit Card,Canceled,,CUS6218,Andrew Chen,Marketplace,New York,Dillon Barnett,3 stars,25.55,In Transit,
2025-01-20,f18cd129-3a4c-4d20-89a1-e16b22d37648,PRD91695,Carrots,Fresh Produce,2,492.26,15,836.84,297.56,595.12,241.72,Credit Card,Paid,2025-01-20,CUS5590,Colleen Young,Marketplace,California,Lance Daugherty,1 star,49.25,Delivered,2025-01-27
2025-01-20,f28c607e-b04f-47e7-850e-2eac0dfc79ae,PRD86148,Butter,Beverages,1,286.74,0,286.74,179.23,179.23,107.51,Bank Transfer,Canceled,,CUS4382,Ashley Perez,Online Store,Texas,Taylor Patterson,5 stars,28.73,In Transit,
2025-01-20,7afd1478-d166-44c0-b31d-169f902bd624,PRD36683,Spinach,Fresh Produce,7,296.25,15,1762.69,170.15,1191.05,571.64,Credit Card,Canceled,,CUS1873,Kristy Boyer,Online Store,Florida,Yolanda Martin,4 stars,29.18,In Transit,
2025-01-20,706b602e-1a0b-430c-a6eb-901042e0452a,PRD82905,Dish Soap,Dairy Products,9,387.11,20,2787.19,306.21,2755.89,31.3,Pix,Pending,,CUS1610,Michael Weber,Marketplace,Florida,Megan Holmes,4 stars,38.47,In Transit,
