Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2025-01-10,09b5de71-ece2-44f7-b331-1fefbcd9ba45,PRD29678,Butter,Dairy Products,10,350.84,5,3332.98,223.11,2231.1,1101.88,Credit Card,Canceled,,CUS8319,William Kramer,Marketplace,Texas,Robert Nguyen,4 stars,13.84,In Transit,
2025-01-10,90d61d95-bceb-4d5f-8702-25eadf7fa0a4,PRD29234,Dish Soap,Beverages,3,233.39,0,700.17,172.87,518.61,181.56,Bank Transfer,Pending,,CUS5130,Joseph Williams,Marketplace,Illinois,Frederick Taylor,3 stars,29.39,Delivered,2025-01-14
2025-01-10,c25c628c-256a-45e9-9ac3-6203cb3710b1,PRD87008,Chocolate Bar,Dairy Products,6,264.71,10,1429.43,146.29,877.74,551.69,Bank Transfer,Canceled,,CUS6125,Miss Alexa Mcintyre,Marketplace,Illinois,Amber Lee MD,2 stars,42.46,Delivered,2025-01-19
2025-01-10,a4241c01-8a0b-4486-ae66-4cb947897a99,PRD87340,Apples,Household Essentials,9,161.31,10,1306.61,94.43,849.87,456.74,Credit Card,Pending,,CUS9015,Michael Ward,Physical Store,Texas,Olivia Livingston,2 stars,31.33,Delivered,2025-01-16
2025-01-10,b55963f3-8e52-4b10-8747-516c6a6dba51,PRD67383,Nuts,Fresh Produce,3,321.49,15,819.8,205.51,616.53,203.27,Invoice,Pending,,CUS9220,Brian Wright,Online Store,Illinois,Garrett Bell,4 stars,44.01,In Transit,
2025-01-10,cbae0999-7c41-422b-9db4-4efb62240895,PRD73571,Milk,Household Essentials,9,381.68,15,2919.85,191.17,1720.53,1199.32,Pix,Pending,,CUS6755,Rebecca Hunter,Online Store,California,Tina Gibson,1 star,5.89,In Transit,
2025-01-10,1774a55b-7146-4c2f-ad89-f40b70a938bb,PRD87662,Chocolate Bar,Fresh Produce,4,250.74,5,952.81,160.78,643.12,309.69,Credit Card,Pending,,CUS8787,Jamie Castillo,Marketplace,Florida,Lisa Johnson,4 stars,46.48,Canceled,
2025-01-10,9c7e1189-fc3d-4c1a-82db-db00571489ea,PRD57540,Laundry Detergent,Household Essentials,7,106.98,15,636.53,60.34,422.38,214.15,Pix,Pending,,CUS5184,William Brown,Online Store,Florida,William Hunt,5 stars,42.08,Canceled,
2025-01-10,4a43f24e-ad58-436e-9b58-e5b455367cda,PRD82982,Trash Bags,Snacks,6,89.44,20,429.31,59.22,355.32,73.99,Pix,Canceled,,CUS6467,Dennis Elliott,Physical Store,Florida,Harry Carr,4 stars,31.45,Canceled,
2025-01-10,0dad0b51-abe9-4c7b-9950-648fb128f953,PRD72937,Butter,Household Essentials,3,434.85,10,1174.1,288.78,866.34,307.76,Invoice,Canceled,,CUS5840,Veronica Clark,Marketplace,Illinois,Holly May,4 stars,8.71,In Transit,
