Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2025-01-04,c6d5b8bc-ded2-456d-9ff9-16e7c86ceb9b,PRD52173,Spinach,Snacks,1,494.8,0,494.8,349.78,349.78,145.02,Pix,Paid,2025-01-04,CUS8893,Jacob Hernandez DDS,Online Store,Illinois,Jason Davies,5 stars,23.34,In Transit,
2025-01-04,4e8bd28b-ed67-4848-89ad-26897b769ec7,PRD62689,Potato Chips,Fresh Produce,4,254.74,10,917.06,167.65,670.6,246.46,Credit Card,Paid,2025-01-08,CUS2692,Brittany Richard,Online Store,California,Harry Carr,1 star,12.24,Canceled,
2025-01-04,af9c14b7-c5af-45b0-8c47-2e217cd9591c,PRD91963,Spinach,Dairy Products,2,379.55,0,759.1,286.24,572.48,186.62,Invoice,Canceled,,CUS1006,Mark Bond,Marketplace,California,Mary Vance,2 stars,42.64,Canceled,
2025-01-04,f5ace8ff-7235-41e3-a3a0-be5d5037a7ff,PRD73726,Spinach,Fresh Produce,8,404.01,5,3070.48,301.79,2414.32,656.16,Credit Card,Pending,,CUS7044,John Kelly,Marketplace,Texas,Jason Davies,5 stars,23.38,Canceled,
2025-01-04,46ad576b-fe84-4c8d-94d3-026cce3bdc0b,PRD71594,Laundry Detergent,Beverages,3,394.7,20,947.28,280.42,841.26,106.02,Invoice,Pending,,CUS2612,Gary Williams,Online Store,California,William Hunt,3 stars,10.48,In Transit,
2025-01-04,fb36d038-28fc-42cb-992d-928039cfd58c,PRD78249,Laundry Detergent,Beverages,8,187.38,15,1274.18,104.57,836.56,437.62,Invoice,Pending,,CUS4598,Megan Craig,Online Store,Illinois,Amber Rogers,3 stars,7.73,In Transit,
2025-01-04,03241ccd-226d-45c1-b86e-03833e29943f,PRD94767,Coffee,Dairy Products,1,115.12,0,115.12,61.55,61.55,53.57,Credit Card,Pending,,CUS4304,Curtis Oliver,Online Store,New York,Thomas Houston,1 star,5.89,Canceled,
2025-01-04,92c63aa1-f031-4b15-a394-4ea30a6da67a,PRD30092,Paper Towels,Dairy Products,3,115.1,10,310.77,73.49,220.47,90.3,Pix,Canceled,,CUS3262,Ebony Thomas,Marketplace,California,Jennifer Kirby,1 star,41.56,In Transit,
2025-01-04,f6681887-3935-434b-a77c-4575565983ae,PRD68442,Trash Bags,Fresh Produce,5,455.01,5,2161.3,297.69,1488.45,672.85,Pix,Paid,2025-01-07,CUS9368,Angela Schultz,Marketplace,New York,Jennifer Kirby,2 stars,16.35,Delivered,2025-01-05
2025-01-04,058d9a9c-ffc6-4da6-a8b8-2ddb1a35f891,PRD53216,Spinach,Snacks,8,171.71,10,1236.31,111.98,895.84,340.47,Bank Transfer,Paid,2025-01-07,CUS7244,Dorothy Chen,Online Store,California,Olivia Livingston,4 stars,30.8,Canceled,
2025-01-04,ef515cec-9749-4ed4-9e84-9e4015115398,PRD10561,Potato Chips,Household Essentials,5,133.96,5,636.31,88.7,443.5,192.81,Invoice,Paid,2025-01-04,CUS1132,Joseph Jackson,Physical Store,California,Olivia Livingston,5 stars,41.46,Canceled,
2025-01-04,3e1f927b-96f8-4038-bf99-602d62beb600,PRD75972,Butter,Beverages,1,347.72,0,347.72,275.25,275.25,72.47,Pix,Paid,2025-01-07,CUS2195,Ms. Lisa Hill,Physical Store,Florida,Amber Rogers,5 stars,43.28,In Transit,
2025-01-04,6601d777-da1b-40f0-8027-1adbe54c0cf6,PRD79544,Carrots,Household Essentials,7,337.9,5,2247.03,263.99,1847.93,399.1,Bank Transfer,Pending,,CUS3659,Evelyn Clark,Physical Store,Texas,Amber Lee MD,3 stars,34.05,Canceled,
2025-01-04,a45b976c-9bb9-4ed7-93e8-e9acc0333b8a,PRD35966,Apples,Fresh Produce,4,301.17,15,1023.98,209.37,837.48,186.5,Credit Card,Pending,,CUS5072,Valerie Jones,Marketplace,California,Holly May,4 stars,23.13,Canceled,
2025-01-04,fe3d8e20-895e-4138-a2f3-8b872669eece,PRD24847,Apples,Snacks,6,234.25,10,1264.95,151.25,907.5,357.45,Invoice,Paid,2025-01-08,CUS5539,Marcus Turner,Online Store,Florida,Garrett Bell,3 stars,35.83,In Transit,
2025-01-04,7e8068c5-d861-4eb4-804f-1aaf39e7e835,PRD28987,Spinach,Fresh Produce,6,364.4,0,2186.4,240.04,1440.24,746.16,Pix,Canceled,,CUS5282,William Hardy,Marketplace,California,Jennifer Kirby,3 stars,23.12,Canceled,
2025-01-04,41936656-0216-44e2-809e-2387c8e8255e,PRD41580,Crackers,Beverages,4,344.62,15,1171.71,228.71,914.84,256.87,Credit Card,Canceled,,CUS7733,Ethan Saunders,Marketplace,California,Autumn Hamilton,4 stars,41.28,In Transit,
2025-01-04,c4c313ce-e54a-415d-9435-26c46848e8e1,PRD48812,Crackers,Snacks,2,191.44,15,325.45,149.57,299.14,26.31,Pix,Pending,,CUS2681,Aaron Mclaughlin,Physical Store,New York,Heather Green,3 stars,11.13,Delivered,2025-01-10
2025-01-04,91bb4fe1-d406-481d-8681-992badc5d1da,PRD56776,Nuts,Snacks,4,258.27,20,826.46,187.78,751.12,75.34,Invoice,Paid,2025-01-04,CUS7483,Micheal Monroe,Physical Store,Florida,Megan Holmes,3 stars,34.87,Canceled,
2025-01-04,8fcce41a-5947-493b-aa67-a29f9c0e24d7,PRD80156,Spinach,Snacks,1,358.83,0,358.83,227.87,227.87,130.96,Bank Transfer,Pending,,CUS1333,Kimberly Armstrong,Physical Store,California,Autumn Hamilton,2 stars,45.93,Delivered,2025-01-05
2025-01-04,843609b5-b257-4019-965a-202d5ba96a0f,PRD32481,Dish Soap,Beverages,8,279.47,20,1788.61,155.3,1242.4,546.21,Bank Transfer,Paid,2025-01-07,CUS6722,Marcia Chavez,Marketplace,Texas,Amber Rogers,3 stars,29.68,Delivered,2025-01-05
2025-01-04,420f7ac3-1e9d-4e01-a752-396f4327c61a,PRD19796,Potato Chips,Beverages,8,237.99,15,1618.33,189.04,1512.32,106.01,Credit Card,Paid,2025-01-07,CUS9226,William Larson,Online Store,Texas,Garrett Bell,3 stars,35.46,Canceled,
2025-01-04,4a9bad6c-d4f9-4c9a-aef2-6a3259095e58,PRD17325,Crackers,Beverages,1,368.09,20,294.47,199.4,199.4,95.07,Credit Card,Pending,,CUS1980,Andrew Adams,Physical Store,New York,Autumn Hamilton,3 stars,35.57,Canceled,
2025-01-04,6b1a9828-3327-4e68-bf43-a714c959f14f,PRD98824,Yogurt,Household Essentials,6,157.84,15,804.98,80.6,483.6,321.38,Credit Card,Pending,,CUS9347,Ralph Vincent,Online Store,Florida,Brent Ortega,1 star,40.95,Canceled,
2025-01-04,f9ec8a2f-ccae-4f1f-9026-23e80075e553,PRD94334,Coffee,Fresh Produce,7,460.91,15,2742.41,326.78,2287.46,454.95,Pix,Pending,,CUS4897,Alyssa Maynard,Physical Store,New York,Stacy Fuentes,3 stars,5.65,Delivered,2025-01-07
2025-01-04,cd162af2-5903-4b18-b208-0a9b3401f235,PRD17199,Potato Chips,Dairy Products,8,424.29,20,2715.46,301.72,2413.76,301.7,Invoice,Canceled,,CUS4071,Steven Pearson,Physical Store,Florida,Frederick Taylor,3 stars,21.55,In Transit,
