Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2025-01-12,7cd228b6-0056-4c80-be9a-48d7a07186e5,PRD30651,Trash Bags,Fresh Produce,6,156.55,20,751.44,110.98,665.88,85.56,Invoice,Pending,,CUS8818,Ann Collins,Marketplace,Illinois,Megan Holmes,2 stars,31.48,Canceled,
2025-01-12,09ba4aa1-e546-47aa-b1f4-c6173f518408,PRD80367,Orange Juice,Fresh Produce,7,144.35,15,858.88,90.19,631.33,227.55,Pix,Canceled,,CUS6310,Michael Cuevas,Online Store,New York,Garrett Bell,5 stars,24.87,Delivered,2025-01-18
2025-01-12,125887c7-4bd8-472d-ab82-ed382486d56d,PRD29361,Trash Bags,Fresh Produce,3,139.84,20,335.62,70.92,212.76,122.86,Bank Transfer,Canceled,,CUS4704,Tyler Morrow,Marketplace,New York,William Hunt,3 stars,18.09,Delivered,2025-01-15
2025-01-12,5b6da94f-670e-48df-b4ea-8d4b0cc136eb,PRD82337,Spinach,Dairy Products,8,198.62,10,1430.06,108.23,865.84,564.22,Bank Transfer,Pending,,CUS8398,Jason Snyder,Marketplace,New York,Lance Daugherty,3 stars,20.39,Delivered,2025-01-13
2025-01-12,5c30d95d-1224-496d-9432-512b52149e45,PRD36552,Potato Chips,Beverages,1,254.29,20,203.43,194.7,194.7,8.73,Pix,Paid,2025-01-17,CUS3643,James Peterson,Marketplace,Florida,Holly May,4 stars,43.04,In Transit,
2025-01-12,7e8e4771-e06d-4556-9a44-9aa257bb75ed,PRD13792,Paper Towels,Fresh Produce,2,376.15,20,601.84,250.37,500.74,101.1,Bank Transfer,Pending,,CUS2413,Phillip Jenkins,Marketplace,California,Dillon Barnett,5 stars,11.65,In Transit,
2025-01-12,a26cfb4d-3fb9-4ee7-9da1-3de155a790c2,PRD67737,Yogurt,Dairy Products,4,355.37,20,1137.18,195.48,781.92,355.26,Invoice,Paid,2025-01-13,CUS6112,Christine Garza,Physical Store,New York,Jason Davies,2 stars,34.08,Delivered,2025-01-21
2025-01-12,e2f56322-cd27-4d19-ad38-4c448316da6c,PRD22334,Dish Soap,Dairy Products,4,249.75,0,999.0,166.82,667.28,331.72,Credit Card,Pending,,CUS5964,Kurt Young,Marketplace,Florida,Garrett Bell,4 stars,9.27,Canceled,
2025-01-12,b1224a71-66ba-4d75-ad44-58931f1b0e62,PRD47609,Coffee,Snacks,4,194.55,10,700.38,118.3,473.2,227.18,Pix,Paid,2025-01-17,CUS7247,Dana Livingston,Physical Store,Florida,Jennifer Kirby,4 stars,27.39,Delivered,2025-01-22
2025-01-12,d10bc09e-6394-460f-bfd4-af14a9e76b42,PRD65560,Dish Soap,Household Essentials,8,157.62,0,1260.96,91.81,734.48,526.48,Pix,Paid,2025-01-17,CUS8689,Ryan Ballard,Online Store,Florida,Jason Davies,3 stars,13.02,Delivered,2025-01-16
