Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2025-01-17,38fbe44f-5941-4e52-a388-25b25dfd787f,PRD95575,Mineral Water,Household Essentials,9,240.94,10,1951.61,122.58,1103.22,848.39,Credit Card,Canceled,,CUS5504,Jason Everett,Online Store,California,Jason Davies,5 stars,14.01,Canceled,
2025-01-17,70e439f5-0365-4972-afbd-9a12251d4550,PRD47128,Paper Towels,Beverages,6,466.96,20,2241.41,372.99,2237.94,3.47,Invoice,Pending,,CUS2075,Leah Mccarty,Marketplace,Texas,Olivia Livingston,5 stars,22.28,Canceled,
2025-01-17,9daf52f4-4118-4b73-a25c-de6be9b222e8,PRD86214,Cheese,Household Essentials,3,467.0,5,1330.95,240.11,720.33,610.62,Bank Transfer,Pending,,CUS1140,Dominic Weber,Physical Store,Florida,Thomas Houston,1 star,24.29,In Transit,
2025-01-17,eb548cba-0279-4a22-9f06-b80f96e7661b,PRD19862,Yogurt,Snacks,3,209.37,20,502.49,136.38,409.14,93.35,Pix,Pending,,CUS9891,Jacob Dunn,Online Store,New York,William Hunt,2 stars,48.71,Delivered,2025-01-18
2025-01-17,c8f80a60-5329-48b7-b03c-adaac6c5683b,PRD65092,Crackers,Household Essentials,2,196.18,0,392.36,138.5,277.0,115.36,Bank Transfer,Pending,,CUS5056,Stephanie Herrera,Marketplace,New York,Lance Daugherty,2 stars,32.14,Canceled,
2025-01-17,1479a230-dd43-4853-adb0-c7f2e7dd8e11,PRD17339,Butter,Snacks,10,290.34,5,2758.23,215.14,2151.4,606.83,Invoice,Paid,2025-01-19,CUS2480,Erica Wallace,Physical Store,New York,William Hunt,3 stars,32.22,In Transit,
2025-01-17,afa60401-fd94-4e20-bb10-d5f21341edb9,PRD21479,Mineral Water,Dairy Products,9,251.59,10,2037.88,176.41,1587.69,450.19,Pix,Paid,2025-01-17,CUS8123,Jordan Flores,Online Store,Texas,Autumn Hamilton,4 stars,40.55,In Transit,
2025-01-17,6091a501-dd5b-4e6e-8c95-371ba1687b34,PRD26762,Mineral Water,Beverages,3,376.89,10,1017.6,286.74,860.22,157.38,Invoice,Canceled,,CUS9812,Adrienne Middleton,Online Store,Illinois,William Hunt,2 stars,9.54,Delivered,2025-01-19
2025-01-17,5fd4abb7-b2b5-4eaf-bef9-b257badd192b,PRD69468,Yogurt,Beverages,3,60.84,0,182.52,36.97,110.91,71.61,Credit Card,Pending,,CUS5074,Makayla Shelton,Marketplace,Illinois,Harry Carr,2 stars,31.26,In Transit,
2025-01-17,95edc285-170e-49b1-9571-3f818730cf78,PRD79018,Chocolate Bar,Beverages,3,255.45,20,613.08,136.55,409.65,203.43,Bank Transfer,Canceled,,CUS9648,Lisa Moore,Marketplace,New York,Dawn Medina,5 stars,19.46,Canceled,
2025-01-17,ee9160c0-3a8b-485f-b13d-9b827321a715,PRD63877,Trash Bags,Household Essentials,10,223.42,10,2010.78,157.74,1577.4,433.38,Invoice,Pending,,CUS8774,Joseph Hall,Marketplace,New York,Jennifer Kirby,4 stars,48.45,Canceled,
2025-01-17,bfc7e9e0-ec47-4255-bfc2-3a68e576cb61,PRD71645,Carrots,Beverages,1,476.95,5,453.1,324.45,324.45,128.65,Bank Transfer,Pending,,CUS6804,Robyn Phillips,Marketplace,New York,Amber Lee MD,1 star,43.33,Canceled,
2025-01-17,80e7b776-069f-469f-94d5-cbb4b4f5db29,PRD43769,Trash Bags,Snacks,4,403.11,0,1612.44,307.23,1228.92,383.52,Bank Transfer,Pending,,CUS8620,Mrs. Dana Ramirez,Marketplace,Texas,Brent Ortega,1 star,49.65,Canceled,
2025-01-17,5d76d571-3a78-4d23-813d-cbb0781fb287,PRD37543,Orange Juice,Beverages,8,498.5,20,3190.4,330.83,2646.64,543.76,Pix,Paid,2025-01-20,CUS6568,William Bailey,Physical Store,California,Brent Ortega,3 stars,32.75,In Transit,
2025-01-17,93e0ccd6-5e26-49a5-8e6d-9832c5856d22,PRD87011,Carrots,Beverages,5,341.56,5,1622.41,262.2,1311.0,311.41,Invoice,Pending,,CUS3668,Jessica Walker,Physical Store,Florida,Chad Beck,3 stars,43.2,Delivered,2025-01-27
2025-01-17,eaece704-aabe-49cd-8fac-a5327904c281,PRD16315,Cheese,Fresh Produce,9,165.87,15,1268.91,131.03,1179.27,89.64,Pix,Canceled,,CUS8295,Andrew Curtis,Marketplace,Texas,Walter Spears,5 stars,21.24,Delivered,2025-01-24
2025-01-17,d83b8aed-e58d-4d74-a1c1-36ccb434143c,PRD27855,Potato Chips,Beverages,3,316.41,20,759.38,221.96,665.88,93.5,Bank Transfer,Canceled,,CUS9184,Jennifer Porter,Physical Store,Illinois,Amber Lee MD,4 stars,31.33,Canceled,
2025-01-17,05d88a1d-bfb2-4282-a66c-7a85d003a80f,PRD81360,Cheese,Beverages,4,424.44,0,1697.76,227.39,909.56,788.2,Credit Card,Paid,2025-01-22,CUS2278,Linda Trevino,Physical Store,California,Brent Ortega,5 stars,24.88,Delivered,2025-01-22
2025-01-17,bc81e9ae-92ab-4695-9be3-76e6689af3e1,PRD40213,Nuts,Household Essentials,8,274.09,0,2192.72,144.94,1159.52,1033.2,Bank Transfer,Canceled,,CUS6777,William Hodges,Physical Store,Florida,Autumn Hamilton,4 stars,12.36,Canceled,
2025-01-17,f24cc841-505d-4231-b707-9c53884469d1,PRD66517,Soda,Snacks,2,279.62,5,531.28,176.63,353.26,178.02,Credit Card,Paid,2025-01-18,CUS3251,Becky Montoya,Online Store,Illinois,Walter Spears,2 stars,16.1,Delivered,2025-01-20
2025-01-17,c77773b7-5486-4377-ad61-b9742d2bd0f6,PRD12178,Chocolate Bar,Snacks,2,298.28,5,566.73,208.66,417.32,149.41,Credit Card,Paid,2025-01-22,CUS7470,Andrew Ward,Online Store,Florida,Frederick Taylor,5 stars,5.88,Canceled,
2025-01-17,f7f2a865-d2f7-47d4-b23b-47eee2aaeeaf,PRD76005,Soda,Fresh Produce,8,335.69,20,2148.42,170.0,1360.0,788.42,Credit Card,Canceled,,CUS5936,Frank Brown,Marketplace,Florida,Robert Nguyen,4 stars,28.08,Delivered,2025-01-25
2025-01-17,362fa5b3-f1a0-4605-bd50-789dd1496fa3,PRD39703,Coffee,Beverages,9,431.55,0,3883.95,312.25,2810.25,1073.7,Bank Transfer,Paid,2025-01-18,CUS9277,David Cruz,Marketplace,Illinois,William Hunt,4 stars,23.44,Delivered,2025-01-21
2025-01-17,f9f0c621-d34f-4bba-9564-23c669cfc0fd,PRD12751,Bananas,Dairy Products,9,326.92,15,2500.94,239.32,2153.88,347.06,Invoice,Pending,,CUS7823,Bobby Morris,Physical Store,California,Tina Gibson,3 stars,17.4,Canceled,
2025-01-17,1a0c0024-44b1-4777-8d6b-e302e6774819,PRD31145,Milk,Snacks,7,364.15,15,2166.69,226.45,1585.15,581.54,Bank Transfer,Canceled,,CUS9779,Meghan Morris,Marketplace,Illinois,Lisa Johnson,2 stars,8.97,In Transit,
2025-01-17,0cdcccb6-12ae-49b4-8769-18a55478b8be,PRD30695,Crackers,Fresh Produce,6,263.22,15,1342.42,169.71,1018.26,324.16,Invoice,Pending,,CUS3897,Joel Jennings,Physical Store,California,Dillon Barnett,4 stars,20.18,Canceled,
2025-01-17,55b164b9-c5e5-43da-9914-833f5a50e3b7,PRD21157,Butter,Dairy Products,7,225.42,0,1577.94,154.24,1079.68,498.26,Credit Card,Canceled,,CUS5243,Louis Anderson,Online Store,New York,William Hunt,2 stars,8.31,Canceled,
2025-01-17,2e7e3f26-2b56-4ada-97ab-2970b0b7622b,PRD48757,Nuts,Beverages,8,287.81,20,1841.98,187.76,1502.08,339.9,Bank Transfer,Pending,,CUS3101,Rebecca George,Physical Store,Illinois,Megan Holmes,2 stars,47.5,Delivered,2025-01-23
2025-01-17,cf5d1ed5-8053-4957-b5dd-ec8e714b51b5,PRD55048,Bananas,Dairy Products,4,162.19,15,551.45,104.56,418.24,133.21,Pix,Paid,2025-01-19,CUS4898,Christine Conner,Online Store,Illinois,Thomas Houston,4 stars,22.49,In Transit,
2025-01-17,ba448173-a5ba-41f9-8cc3-d09bf5636ce8,PRD70292,Trash Bags,Dairy Products,2,64.59,5,122.72,44.72,89.44,33.28,Invoice,Canceled,,CUS4279,David Krueger,Online Store,Illinois,Dawn Medina,5 stars,41.86,Canceled,
